id,year,month,category,type,amount
732,2025,5,理賠/補助,income,2880.0
733,2025,5,洗滌,expense,160.0
734,2025,5,他人還款,income,2437.0
735,2025,5,代付,expense,650.0
736,2025,5,零用錢,income,21000.0
737,2025,5,日用品,expense,89.0
738,2025,5,醫療,expense,915.0
739,2025,5,網路購物,expense,90.0
740,2025,5,服飾配件,expense,2016.0
741,2025,5,要還錢/找零,expense,6000.0
742,2025,5,通勤交通,expense,1130.0
743,2025,5,卡片儲值,expense,100.0
744,2025,5,美容美髮,expense,150.0
745,2025,5,加油,expense,195.0
746,2025,5,保養維修,expense,850.0
747,2025,5,清點差額,income,46.0
748,2025,5,存款利息,income,387.0
749,2025,5,約會/請客,expense,144.0
750,2025,5,現金回饋,income,177.0
751,2025,5,其他,expense,1272.0
752,2025,5,學習,expense,2839.0
753,2025,6,零用錢,income,17000.0
754,2025,6,飲食,expense,6701.0
755,2025,6,服飾配件,expense,3169.0
756,2025,6,停車費,expense,40.0
757,2025,6,其他,expense,325.0
758,2025,6,影印,expense,224.0
759,2025,6,洗滌,expense,160.0
760,2025,6,日用品,expense,668.0
761,2025,6,理賠/補助,income,43670.0
762,2025,6,加油,expense,110.0
763,2025,6,美容美髮,expense,150.0
764,2025,6,清點差額,expense,180.0
765,2025,6,郵資/行政手續費,expense,1256.0
766,2025,6,要還錢/找零,expense,23170.0
767,2025,6,租金,expense,35183.0
768,2025,6,存款利息,income,1479.0
769,2025,6,現金回饋,income,147.0
770,2025,6,網路雲端服務,expense,90.0
771,2025,6,學習,expense,2839.0
772,2025,6,通勤交通,expense,360.0
773,2025,7,飲食,expense,5631.0
774,2025,7,郵資/行政手續費,expense,567.0
775,2025,7,網路雲端服務,expense,1595.0
776,2025,7,美容美髮,expense,150.0
777,2025,7,服飾配件,expense,2626.0
778,2025,7,洗滌,expense,40.0
779,2025,7,日用品,expense,1480.0
780,2025,7,影印,expense,4.0
781,2025,7,通勤交通,expense,3655.0
782,2025,7,取消交易,income,360.0
783,2025,7,卡片儲值,expense,245.0
784,2025,7,加油,expense,223.0
785,2025,7,代付,expense,1156.0
786,2025,7,零用錢,income,20000.0
787,2025,7,約會/請客,expense,129.0
788,2025,7,3C,expense,1099.0
789,2025,7,量販雜貨,expense,1081.0
790,2025,7,旅行,expense,26.0
791,2025,7,清點差額,expense,20.0
792,2025,7,清點差額,income,79.0
793,2025,7,存款利息,income,376.0
794,2025,7,現金回饋,income,210.0
795,2025,7,遊戲,expense,30.0
796,2025,7,學習,expense,2839.0
797,2025,7,工資,income,24420.0
798,2025,8,飲食,expense,6700.0
799,2025,8,加油,expense,350.0
800,2025,8,服飾配件,expense,1529.0
801,2025,8,電影,expense,955.0
802,2025,8,約會/請客,expense,85.0
803,2025,8,獎金,income,500.0
804,2025,8,零用錢,income,26600.0
805,2025,8,理賠/補助,income,26205.0
806,2025,8,停車費,expense,30.0
807,2025,8,代付,expense,5192.0
808,2025,8,抖內,income,6000.0
809,2025,8,量販雜貨,expense,351.0
810,2025,8,通勤交通,expense,200.0
811,2025,8,郵資/行政手續費,expense,20.0
812,2025,8,他人還款,income,205.0
813,2025,8,日用品,expense,699.0
814,2025,8,洗滌,expense,40.0
815,2025,8,存款利息,income,401.0
816,2025,8,現金回饋,income,162.0
817,2025,8,遊戲,expense,190.0
818,2025,8,保養維修,expense,1650.0
819,2025,8,清點差額,expense,566.0
820,2025,8,網路雲端服務,expense,90.0
821,2025,8,學習,expense,2839.0
822,2025,8,工資,income,28848.0
823,2025,9,醫療,expense,1278.0
824,2025,9,飲食,expense,8065.0
825,2025,9,量販雜貨,expense,271.0
826,2025,9,理賠/補助,income,5376.0
827,2025,9,加油,expense,328.0
828,2025,9,股息,income,1756.0
829,2025,9,零用錢,income,16000.0
830,2025,9,通勤交通,expense,1140.0
831,2025,9,遊戲,expense,330.0
832,2025,9,約會/請客,expense,125.0
833,2025,9,清點差額,expense,712.0
834,2025,9,服飾配件,expense,1548.0
835,2025,9,網路雲端服務,expense,1088.0
836,2025,9,他人還款,income,1659.0
837,2025,9,代付,expense,5009.0
838,2025,9,洗滌,expense,90.0
839,2025,9,禮品,expense,620.0
840,2025,9,美容美髮,expense,150.0
841,2025,9,日用品,expense,958.0
842,2025,9,停車費,expense,350.0
843,2025,9,聚會,expense,6552.0
844,2025,9,電影,expense,170.0
845,2025,9,存款利息,income,475.0
846,2025,9,現金回饋,income,180.0
847,2025,9,卡片儲值,expense,100.0
848,2025,9,學習,expense,2839.0
849,2025,9,工資,income,23073.0
850,2025,10,飲食,expense,3141.0
851,2025,10,清點差額,expense,319.0
852,2025,10,稅金/費用,expense,717.0
853,2025,10,KTV,expense,60.0
854,2025,10,理賠/補助,income,2880.0
855,2025,10,清點差額,income,60.0
856,2025,10,加油,expense,208.0
857,2025,10,網路雲端服務,expense,600.0
858,2025,10,通勤交通,expense,3110.0
859,2025,10,代付,expense,6166.0
860,2025,10,零用錢,income,23100.0
861,2025,10,約會/請客,expense,58.0
862,2025,10,圖書/考試,expense,3000.0
863,2025,10,利息/罰金,expense,2414.0
864,2025,10,美容美髮,expense,150.0
865,2025,10,量販雜貨,expense,246.0
866,2025,10,服飾配件,expense,689.0
867,2025,10,他人還款,income,650.0
868,2025,10,其他,expense,1200.0
869,2025,10,影印,expense,55.0
870,2025,10,存款利息,income,517.0
871,2025,10,現金回饋,income,176.0
872,2025,10,聚會,expense,100.0
873,2025,10,學習,expense,2839.0
874,2025,10,工資,income,22144.0
875,2025,11,飲食,expense,3602.0
876,2025,11,網路雲端服務,expense,1088.0
877,2025,11,其他,income,494.0
878,2025,11,理賠/補助,income,12880.0
879,2025,11,他人還款,income,598.0
880,2025,11,零用錢,income,16000.0
881,2025,11,通勤交通,expense,1975.0
882,2025,11,網路購物,expense,377.0
883,2025,11,停車費,expense,20.0
884,2025,11,清點差額,expense,190.0
885,2025,11,郵資/行政手續費,expense,150.0
886,2025,11,代付,expense,660.0
887,2025,11,美容美髮,expense,150.0
888,2025,11,代理保管,income,11550.0
889,2025,11,聚會,expense,859.0
890,2025,11,現金回饋,income,383.0
891,2025,11,旅行,expense,491.0
892,2025,11,服飾配件,expense,1760.0
893,2025,11,卡片儲值,expense,45.0
894,2025,11,加油,expense,117.0
895,2025,11,存款利息,income,516.0
896,2025,11,量販雜貨,expense,248.0
897,2025,11,學習,expense,2839.0
898,2025,11,工資,income,22104.0
899,2025,12,零用錢,income,18300.0
900,2025,12,網路雲端服務,expense,93.0
901,2025,12,稅金/費用,expense,130.0
902,2025,12,飲食,expense,3431.0
903,2025,12,卡片儲值,expense,206.0
904,2025,12,日用品,expense,167.0
905,2025,12,理賠/補助,income,2880.0
906,2025,12,約會/請客,expense,255.0
907,2025,12,股息,income,60.0
908,2025,12,租金,expense,32917.0
909,2025,12,圖書/考試,expense,7100.0
910,2025,12,保養維修,expense,350.0
911,2025,12,通勤交通,expense,3590.0
912,2025,12,服飾配件,expense,5568.0
913,2025,12,加油,expense,203.0
914,2025,12,美容美髮,expense,150.0
915,2025,12,清點差額,expense,125.0
916,2025,12,代付,expense,710.0
917,2025,12,存款利息,income,1705.0
918,2025,12,現金回饋,income,86.0
919,2025,12,量販雜貨,expense,313.0
920,2025,12,清點差額,income,634.0
921,2025,12,學習,expense,2839.0
922,2025,12,禮品,expense,109.0
923,2025,12,工資,income,23287.0
924,2025,12,3C,expense,499.0
925,2026,1,飲食,expense,5892.0
926,2026,1,通勤交通,expense,2090.0
927,2026,1,其他,expense,40.0
928,2026,1,網路雲端服務,expense,1191.0
929,2026,1,零用錢,income,16200.0
930,2026,1,理賠/補助,income,2880.0
931,2026,1,服飾配件,expense,1539.0
932,2026,1,加油,expense,201.0
933,2026,1,約會/請客,expense,630.0
934,2026,1,影印,expense,101.0
935,2026,1,停車費,expense,30.0
936,2026,1,醫療,expense,250.0
937,2026,1,日用品,expense,485.0
938,2026,1,量販雜貨,expense,720.0
939,2026,1,代付,expense,460.0
940,2026,1,他人還款,income,82.0
941,2026,1,圖書/考試,expense,1500.0
942,2026,1,聚會,expense,835.0
943,2026,1,網路購物,expense,287.0
944,2026,1,取消交易,income,229.0
945,2026,1,存款利息,income,509.0
946,2026,1,現金回饋,income,148.0
947,2026,1,學習,expense,2839.0
948,2026,1,清點差額,income,18.0
949,2026,1,工資,income,27663.0
950,2026,2,零用錢,income,36500.0
951,2026,2,通勤交通,expense,3962.0
952,2026,2,網路購物,expense,408.0
953,2026,2,加油,expense,310.0
954,2026,2,飲食,expense,3363.0
955,2026,2,網路雲端服務,expense,126.0
956,2026,2,約會/請客,expense,1236.0
957,2026,2,日用品,expense,314.0
958,2026,2,理賠/補助,income,2880.0
959,2026,2,獎金,income,500.0
960,2026,2,美容美髮,expense,150.0
961,2026,2,現金回饋,income,248.0
962,2026,2,稅金/費用,expense,325.0
963,2026,2,股息,income,452.0
964,2026,2,他人還款,income,2370.0
965,2026,2,醫療,expense,200.0
966,2026,2,卡片儲值,expense,200.0
967,2026,2,清點差額,expense,445.0
968,2026,2,圖書/考試,expense,2300.0
969,2026,2,影印,expense,180.0
970,2026,2,停車費,expense,740.0
971,2026,2,存款利息,income,527.0
972,2026,2,工資,income,28747.0
973,2026,2,學習,expense,2839.0
974,2026,3,飲食,expense,5998.0
975,2026,3,通勤交通,expense,4330.0
976,2026,3,零用錢,income,16507.0
977,2026,3,理賠/補助,income,2880.0
978,2026,3,量販雜貨,expense,532.0
979,2026,3,服飾配件,expense,1119.0
980,2026,3,加油,expense,312.0
981,2026,3,日用品,expense,125.0
982,2026,3,美容美髮,expense,150.0
983,2026,3,清點差額,expense,733.0
984,2026,3,約會/請客,expense,4216.0
985,2026,3,網路雲端服務,expense,1288.0
986,2026,3,醫療,expense,456.0
987,2026,3,清點差額,income,325.0
988,2026,3,股息,income,3407.0
989,2026,3,他人還款,income,26.0
990,2026,3,卡片儲值,expense,100.0
991,2026,3,保養維修,expense,1750.0
992,2026,3,學習,expense,2839.0
993,2026,3,郵資/行政手續費,expense,43.0
994,2026,3,工資,income,28572.0
995,2026,3,現金回饋,income,4.0
996,2026,4,零用錢,income,19000.0
997,2026,4,飲食,expense,2923.0
998,2026,4,日用品,expense,199.0
999,2026,4,理賠/補助,income,5760.0
1000,2026,4,網路購物,expense,133.0
1001,2026,4,通勤交通,expense,1054.0
1002,2026,4,代付,expense,2725.0
1003,2026,4,他人還款,income,1318.0
1004,2026,4,卡片儲值,expense,500.0
1005,2026,4,約會/請客,expense,3990.0
1006,2026,4,加油,expense,220.0
1007,2026,4,量販雜貨,expense,794.0
1008,2026,4,服飾配件,expense,205.0
1009,2026,4,清點差額,income,60.0
1010,2026,4,美容美髮,expense,150.0
1011,2026,4,網路雲端服務,expense,90.0
1012,2026,4,存款利息,income,513.0
1013,2026,4,現金回饋,income,220.0
1014,2026,4,取消交易,income,175.0
1015,2026,4,要還錢/找零,expense,22350.0
1016,2026,4,學習,expense,2839.0
1017,2026,4,工資,income,28389.0
1018,2026,5,飲食,expense,5161.0
1019,2026,5,他人還款,income,204.0
1020,2026,5,聚會,expense,10.0
1021,2026,5,日用品,expense,293.0
1022,2026,5,服飾配件,expense,1257.0
1023,2026,5,通勤交通,expense,1251.0
1024,2026,5,網路雲端服務,expense,2584.0
1025,2026,5,其他,expense,452.0
1026,2026,5,卡片儲值,expense,400.0
1027,2026,5,約會/請客,expense,4688.0
1028,2026,5,零用錢,income,16000.0
1029,2026,5,加油,expense,227.0
1030,2026,5,清點差額,expense,251.0
1031,2026,5,量販雜貨,expense,314.0
1032,2026,5,美容美髮,expense,150.0
1033,2026,5,存款利息,income,466.0
1034,2026,5,現金回饋,income,422.0
1035,2026,5,學習,expense,2839.0
1036,2026,5,醫療,expense,100.0
1037,2026,5,代付,expense,158.0
1038,2026,5,工資,income,28565.0
1039,2026,6,飲食,expense,4395.0
1040,2026,6,影印,expense,30.0
1041,2026,6,網路雲端服務,expense,638.0
1042,2026,6,日用品,expense,340.0
1043,2026,6,卡片儲值,expense,1000.0
1044,2026,6,通勤交通,expense,2293.0
1045,2026,6,美容美髮,expense,300.0
1046,2026,6,量販雜貨,expense,428.0
1047,2026,6,零用錢,income,36000.0
1048,2026,6,其他,expense,143.0
1049,2026,6,股票盈利,income,179.0
1050,2026,6,獎金,income,6800.0
1051,2026,6,加油,expense,262.0
1052,2026,6,約會/請客,expense,3149.0
1053,2026,6,清點差額,expense,280.0
1054,2026,6,稅金/費用,expense,2431.0
1055,2026,6,存款利息,income,961.0
1056,2026,6,服飾配件,expense,680.0
1057,2026,6,郵資/行政手續費,expense,1778.0
1058,2026,6,租金,expense,31539.0
1059,2026,6,學習,expense,2839.0
1060,2026,6,工資,income,22713.0
1061,2026,6,現金回饋,income,47.0
1062,2026,7,飲食,expense,630.0
1063,2026,7,他人還款,income,600.0
1064,2026,7,代付,expense,1200.0
1065,2026,7,清點差額,income,1252.0
1066,2026,7,清點差額,expense,30.0
